epoch	lr	acc	loss	val_acc	val_loss
1	0.001	0.430899985351	1.60810626197	0.430399988592	2.00680627584
2	0.001	0.577719979227	1.17636035419	0.438599990308	2.31294902086
3	0.001	0.640039981306	1.00990035045	0.613899970949	1.31773385584
4	0.001	0.685459978104	0.895821446061	0.680599979162	1.03445831835
5	0.001	0.710619979978	0.825202720761	0.711999975443	0.953579473495
6	0.001	0.735359979272	0.762431165516	0.759099979401	0.715270321667
7	0.001	0.750559983015	0.714825321138	0.73809997499	0.797475511432
8	0.001	0.767059982657	0.669437268138	0.787599982023	0.646718464792
9	0.001	0.77761998558	0.642942378223	0.807399978638	0.572897633314
10	0.001	0.789199980855	0.610675276577	0.821899982691	0.532921873331
11	0.001	0.798379983664	0.580354960561	0.831999984384	0.494331246018
12	0.001	0.805479978323	0.562581298649	0.838899976611	0.478373969197
13	0.001	0.812879983187	0.539392447293	0.837399989963	0.482239537239
14	0.001	0.819679983974	0.523694630921	0.842999989986	0.47661143139
15	0.001	0.824199988246	0.505657885611	0.843899986148	0.451774548292
16	0.001	0.830719984889	0.49228299126	0.853499990702	0.441961441636
17	0.001	0.837399988532	0.472787785292	0.862299995422	0.416918511391
18	0.001	0.839819992423	0.463996807903	0.856199996471	0.41072766602
19	0.001	0.845439990759	0.446563047469	0.877600004077	0.360887929648
20	0.001	0.848779994488	0.436682793587	0.86150000155	0.419365441799
21	0.001	0.850879993558	0.426002301872	0.870200006366	0.37827040121
22	0.001	0.857919999003	0.415123733014	0.866600008607	0.400378989726
23	0.001	0.86087999928	0.402249596983	0.883200007677	0.34947338447
24	0.001	0.863340002179	0.391535898536	0.890300016403	0.327838099748
25	0.001	0.86816000402	0.383875225812	0.883300010562	0.356884622276
26	0.001	0.8691400069	0.379070720732	0.886200020313	0.333809688985
27	0.001	0.87078000474	0.370932406217	0.874700009227	0.396478373557
28	0.001	0.875120004654	0.361423707813	0.867400000691	0.406781287938
29	0.001	0.877080006719	0.353950764239	0.890800018907	0.333049372882
30	0.001	0.879940009952	0.344939455807	0.885700010657	0.344792725444
31	0.001	0.881980016708	0.340576775119	0.881300005317	0.367490894645
32	0.001	0.887900017977	0.326999626726	0.892500018477	0.323739377111
33	0.001	0.888740013361	0.319382170498	0.885800012946	0.356344425529
34	0.001	0.889320016623	0.316688522995	0.89980001688	0.302753579915
35	0.001	0.890420014143	0.31137548694	0.899200024009	0.307231817544
36	0.001	0.894180021882	0.308169835538	0.901500019431	0.302775521874
37	0.001	0.894920022011	0.297530121118	0.90570001781	0.290508943424
38	0.001	0.896480021954	0.294441439718	0.901400015354	0.291453180015
39	0.001	0.900040022969	0.289134085834	0.907500022054	0.280368773416
40	0.001	0.902700025201	0.282294993535	0.899600023627	0.309815620929
41	0.001	0.902720027804	0.27843131341	0.901000022888	0.302180271149
42	0.001	0.904580024362	0.274034546927	0.900400018692	0.322314148545
43	0.001	0.906760025859	0.266819204614	0.903300021887	0.304984259829
44	0.001	0.906980025768	0.264764009029	0.899000017643	0.31752851963
45	0.001	0.910480026126	0.258157431543	0.909800025225	0.280687752739
46	0.001	0.909880022764	0.259296139225	0.911800025105	0.270004275516
47	0.001	0.913880032063	0.245908860207	0.905200026035	0.288015656471
48	0.001	0.913580029249	0.247562689796	0.912100028396	0.266123813093
49	0.001	0.915800031662	0.240093616158	0.914900025725	0.260287754759
